govph	170965705	275821486613336065	null	Tue Dec 04 05:39:01 CET 2012	RT @PIACentralViz: DUMAGUETE: Dumaguete CDRRMC activated the following hotlines: 4222511 and 2263483 #PabloPH
Geliciousmee	502590133	275821427872124928	null	Tue Dec 04 05:38:47 CET 2012	RT @TheDabawenya: Reported landslide in Pindasan, Mabini, Compostela Valley.Rescue operations on going. Source 101st IB, AFP #PabloPH #rescuePH @rapplerdotcom
eugeluzon	46072464	275820127713370113	null	Tue Dec 04 05:33:37 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
youjessss	108514167	275820105043152896	null	Tue Dec 04 05:33:32 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
takzthegreat	270231240	275818771237711872	null	Tue Dec 04 05:28:14 CET 2012	RT @ANCALERTS: NDRRMC clarifies no casualty so far from #Pabloph
1022Drucy	558323138	275821778109095936	null	Tue Dec 04 05:40:11 CET 2012	RT @PhilstarNews: PAGASA  says Pablo is over Cagayan de Oro City as noon today #pabloph #phweather
jujust31	124120177	275820571126804482	null	Tue Dec 04 05:35:23 CET 2012	.just when i finished my meal... #PabloPH enters the city... please go out fast!!!
samlimBMPM	232527990	275821121151041537	null	Tue Dec 04 05:37:34 CET 2012	NDRRMC: At least 1 dead due to #PabloPH (via @ANCALERTS)
iamkayeofficial	67550046	275821714137546752	null	Tue Dec 04 05:39:55 CET 2012	RT @ChristineeeeeeG: RT: #PabloPH The rain and the wind are really getting stronger now. Pablo's here. Dear Lord, please keep everyone safe from harm. #Cebu
itsHannahMalik	443524593	275819189980241921	null	Tue Dec 04 05:29:54 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
Orville_Tadle	15324905	275819962587832320	null	Tue Dec 04 05:32:58 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
beautletdown	39956644	275820334899421185	null	Tue Dec 04 05:34:26 CET 2012	Coconut Trees have gone bald but the sky is clearing and the rain has stopped. Strong winds still happening in Duma. #Rappler #PabloPH
davidjonescua	168123106	275820595831255040	null	Tue Dec 04 05:35:29 CET 2012	@sharinuh seems to be under the impression that #pablo is a snowstorm. #pabloPH @ Coffee Dream http://t.co/kNFBBLCU
kitsay	120025634	275819663559106561	null	Tue Dec 04 05:31:46 CET 2012	RT @rmpnmr: Around 150 people housed in Bahayan Gym, others are staying inside the jeepneys parked outside #Iligan #PabloPH
Ajemwel	170867510	275820353207545856	null	Tue Dec 04 05:34:31 CET 2012	RT: Pablo was arrested for violating PNoy's EO23 :) Anti illegal logging :D tagam #PabloPH
juanxi	16604265	275821856957808640	null	Tue Dec 04 05:40:29 CET 2012	@TheDabawenya: Reported landslide in Pindasan, Mabini, Compostela Valley.Rescue operations on going. Source 101st IB, AFP #PabloPH #rescuePH
tonyocruz	4524501	275820255966801920	null	Tue Dec 04 05:34:08 CET 2012	RT @tribong_upos: RT @tonyocruz: If you're in the path of #PabloPH, please tweet what's happening. If safe, tweet pics too. Tag @juanxi or me. #rescuePH...
AnjelicaBarte	602796187	275818389061111809	null	Tue Dec 04 05:26:43 CET 2012	Hope everyone's safe in my home province Misamis Occidental. Friends and family, #keepsafe ! #PabloPH
DISisGIL	92666392	275820700080689152	null	Tue Dec 04 05:35:54 CET 2012	RT @PhilippineStar: At 12:00 pm, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City - PAGASA
PhilippineStar	472122299	275821542506635264	null	Tue Dec 04 05:39:14 CET 2012	MT  @ukinphilippines #PABLOPH: British Nationals who need Emergency Consular Assistance please call (02) 858 2200.
entengbuting	45481556	275820538981650432	null	Tue Dec 04 05:35:15 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
CaarylSmith	65872463	275820602076565504	null	Tue Dec 04 05:35:30 CET 2012	RT @YouScoopGMA: In Linamon, Lanao del Norte, barangay officials secure house roofs to prevent damage: http://t.co/uq2kDQ0s #PabloPH
PIACentralViz	372066894	275819567316602880	null	Tue Dec 04 05:31:23 CET 2012	SIQUIJOR: Mod-strong winds. mitigation comm chair Engr. Dela Pena said monitoring, issuance of updates continues #PabloPH
gid_aintzane	540687461	275820960433700864	null	Tue Dec 04 05:36:56 CET 2012	RT @032cebu: Here are Emergency numbers for #Cebu. Share if it might help. #PabloPH http://t.co/gHGZL9zp"
dodot08	78570112	275819275711807489	null	Tue Dec 04 05:30:14 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
MBermudo	251527341	275819839032004608	null	Tue Dec 04 05:32:28 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
nezcruz	33365543	275819047973695488	null	Tue Dec 04 05:29:20 CET 2012	pls continue to pray for our folks in the south. #PabloPH
onemarineguy	125374123	275821538014547968	null	Tue Dec 04 05:39:13 CET 2012	Classes in Zamboanga City are cancelled this afternoon. No classes from pre-school, elementary & high school public & private. #PabloPH
fleuralism	39714319	275818462977347584	null	Tue Dec 04 05:27:00 CET 2012	RT @pcdspo: Latest image showing the track and position of typhoon #PabloPH. http://t.co/hMcPQJPr | via @nababaha
noel_colina	17679404	275820018233667584	null	Tue Dec 04 05:33:11 CET 2012	RT @rmpnmr: 8 houses near the seashore destroyed, chapel damaged at Santiago #Iligan #PabloPH
kimalindog30	251934117	275820242591170560	null	Tue Dec 04 05:34:04 CET 2012	RT @iamsuperbianca: stay safe, visayas and mindanao! please always listen to updates from pag-asa and ndrrmc! #PabloPH
GERALDnaticxs	142198165	275819102390607874	null	Tue Dec 04 05:29:33 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
yomontenegro	169751695	275818758881300481	null	Tue Dec 04 05:28:11 CET 2012	Tree down along Molave St., Nova Tierra Vill, @DavaoCity due to strong #PabloPH winds @gmanews http://t.co/EubdQbEv
ralphmacasero	150244438	275818511052464128	null	Tue Dec 04 05:27:12 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
genebaby31	56362461	275819421501628416	null	Tue Dec 04 05:30:49 CET 2012	RT @ANCALERTS: PAGASA: Typhoon Pablo may be at the boundary of PH area of responsibility by Friday. #PabloPH
heyyitsmevee	779712163	275820576147390465	null	Tue Dec 04 05:35:24 CET 2012	So windy outside, I think mapalid ko. But whatever #PabloPH , I have things to do and places to go to.
oozingMEHEL	71998544	275819749932417024	null	Tue Dec 04 05:32:07 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
JylePielago	44916343	275821532029280256	null	Tue Dec 04 05:39:12 CET 2012	While #PabloPH is ravaging CDO, I'm thankful for @BlackBerryPH for BBM! So easy to communicate! @officialTIMYAP @solennheussaff @lizzzuy etc
TheJohnRex	27598811	275818749263749120	null	Tue Dec 04 05:28:08 CET 2012	RT @shrinkinthepink: Stronger winds now. The bamboo right outside my window is swaying like a drunk lady, graceful yet scary! #PabloPH
Ktinpatco	41968688	275820072482795520	null	Tue Dec 04 05:33:24 CET 2012	@Ktinpatco halung metch. Nothings gunna stop u gd yaaaa #PabloPH
rhedge2008	64638474	275818813625339904	null	Tue Dec 04 05:28:24 CET 2012	Stay safe everyone! Prayer is our greatest weapon against #PabloPH
KenNotLove	94282937	275818918159990784	null	Tue Dec 04 05:28:49 CET 2012	Eye of the storm is in the vicinity of CDO, the area surrounding the eye is the strongest force of the typhoon. Keep safe! #PabloPH
BBkweni	63100207	275819398214848512	null	Tue Dec 04 05:30:43 CET 2012	Video: Iligan  water levels are rising.  Brace yourselves and be ready!! #PabloPH http://t.co/tabkcU14
PIACentralViz	372066894	275821782718619649	null	Tue Dec 04 05:40:12 CET 2012	CEBU: No suspension of work at CebuCity Hall, said Mayor Rama. He said work must continue in order not to jeopardize transactions #PabloPH
TheDabawenya	420337341	275821763789737984	null	Tue Dec 04 05:40:07 CET 2012	RESCUERS IN DAVAO READY FOR PABLO Photo by Karlos Manlupig for http://t.co/MoLMgRuR  http://t.co/FKOIR7NP #PabloPH #rescuePH
cblaguardia	305949370	275821430371921920	null	Tue Dec 04 05:38:48 CET 2012	RT @crislyn_wv: Heavy rain continues to persist as #PabloPh enters Philippines. More families are evacuating. @WorldVisionPH monitors the situation now.
NYCPilipinas	178367902	275821852235018241	null	Tue Dec 04 05:40:28 CET 2012	RT @PIACentralViz: DUMAGUETE: Dumaguete CDRRMC activated the following hotlines: 4222511 and 2263483 #PabloPH
taopoll	318914121	275818998984220673	null	Tue Dec 04 05:29:08 CET 2012	Cancelled flights at NAIA T2-3-4 (Domestic) due to #PabloPH RT @naia_miaa: http://t.co/aD1tYbCe
FilipinoKopite	21995903	275819746874765313	null	Tue Dec 04 05:32:06 CET 2012	"@rapplerdotcom #PabloPH update from PAGASA now. Typhoon forecast to exit Mindanao via Misamis Oriental" direct hit. hay!
rushbalderas	257911549	275818414969352193	null	Tue Dec 04 05:26:49 CET 2012	Prayers for those in Visayas and Mindanao. Keep safe!! #PabloPH
elyssaloise	443781514	275820706174992384	null	Tue Dec 04 05:35:55 CET 2012	RT @ItsShowtime: Let's pray for our madlang people in the Visayas and Mindanao regions affected by Typhoon Pablo. #PabloPH
TheWonderK	58154285	275820340125519873	null	Tue Dec 04 05:34:28 CET 2012	Hi #PabloPH. Please back off.
DavaoToday	53222197	275818647757393920	null	Tue Dec 04 05:27:44 CET 2012	's @johnkshrap & Ace Morandante are on thier way to Davao Oriental to cover the effects of #PabloPH.
helen_upay98	838194697	275818674198290432	null	Tue Dec 04 05:27:51 CET 2012	RT @joellechooch: Hi everyone! Praying that all my relatives and friends are safe from #PabloPH! Take care Pinoys!
JoanCueno	124059747	275821223525642242	null	Tue Dec 04 05:37:58 CET 2012	Typhoon Free #Davao. Not anymore. #PabloPH
PIACentralViz	372066894	275821505206681600	null	Tue Dec 04 05:39:06 CET 2012	CEBU: As of 12:10pm, Cloudy with moderate-heavy rains, windy in Talisay City, Cebu. #PabloPH
vyenquintana	297412464	275818921196679168	null	Tue Dec 04 05:28:49 CET 2012	RT @joellechooch: Hi everyone! Praying that all my relatives and friends are safe from #PabloPH! Take care Pinoys!
annggelliiii	72010988	275818798395846656	null	Tue Dec 04 05:28:20 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
edztacy	462154448	275820981250052096	null	Tue Dec 04 05:37:01 CET 2012	GOOD NEWS! RT @bjbaloncio :  Butuan: Sun is Up, no more rains, but strong winds persist. Can hear the whistle of the winds #pabloPH
iambheng11	823675478	275819050272178177	null	Tue Dec 04 05:29:20 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
GERALDnaticxs	142198165	275819112645677058	null	Tue Dec 04 05:29:35 CET 2012	RT @ABSCBNNews: NDRRMC clarifies no casualty so far from #Pabloph |via @ANCALERTS
froilantayong	628421552	275820508795240448	null	Tue Dec 04 05:35:08 CET 2012	RT @cebudailynews: Power outage in Talisay City. #PabloPH
harmonythoughts	74406437	275820315626590208	null	Tue Dec 04 05:34:22 CET 2012	RT @reallifemanila: Pls pray with us for the safety & protection of all those in the path of #pabloPH
bellotshane	40874862	275821137269780480	null	Tue Dec 04 05:37:38 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
langskeer	594435656	275821805007142912	null	Tue Dec 04 05:40:17 CET 2012	RT @PhilippineStar: At 12:00 pm, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City - PAGASA
ilovelolameding	157578044	275820007705960450	null	Tue Dec 04 05:33:08 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
knnlyoo	38852916	275819991415287808	null	Tue Dec 04 05:33:05 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
solartvnews	427973738	275819634492571648	null	Tue Dec 04 05:31:40 CET 2012	PAGASA says Typhoon #PabloPH will be at West PH Sea Thursday, thus enhancing northeast monsoon over southern Tagalog areas #NewsYouCanUse
popsters25	79064813	275818982475431936	null	Tue Dec 04 05:29:04 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
Layolee	318903708	275821583107497985	null	Tue Dec 04 05:39:24 CET 2012	Right now the rain isn't that strong, but strong winds every now and then and some thunder. Keep safe everyone. #PabloPH
PaulEugene12	60551018	275821506355941376	null	Tue Dec 04 05:39:06 CET 2012	“@onemarineguy: This is the first time I saw the whole Mindanao is covered by the Typhoon. #pabloph #bopha http://t.co/ZW28bRq8”
mrsbarroquillo	917321719	275821825462784000	null	Tue Dec 04 05:40:22 CET 2012	RT @jsncruz: Retweet this and inform others of the #PabloPH Crisis Map from #Google | http://t.co/Bj0GQ006
tribong_upos	36352169	275818971326976000	null	Tue Dec 04 05:29:01 CET 2012	Dumaguete City Rizal Boulevard with #Pabling, from Manaj Ferliza... Tonyo Cruz (@tonyocruz) #PabloPH http://t.co/ynnAEx0a
PIACentralViz	372066894	275820942075240450	null	Tue Dec 04 05:36:51 CET 2012	DUMAGUETE: Dumaguete CDRRMC activated the following hotlines: 4222511 and 2263483 #PabloPH
gerzeebranzee	113620926	275818834412322816	null	Tue Dec 04 05:28:29 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
ricksbello	343828751	275819847663886336	null	Tue Dec 04 05:32:30 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
Kuya_Law	15082778	275819996633001984	null	Tue Dec 04 05:33:06 CET 2012	For road conditions reporting (floods, landslides, roadblocks) use #RoadsPH . We will be consolidating information #RescuePH #PabloPH...
darwinmariano	82770283	275820970764283904	null	Tue Dec 04 05:36:58 CET 2012	@PIANewsDesk Please proofread your tweets. Two tweets with "is still raise" without the "d" is incorrect #PabloPH
JuanTamadMMXI	295473956	275821687436632065	null	Tue Dec 04 05:39:49 CET 2012	RT @YouScoopGMA: In Linamon, Lanao del Norte, barangay officials secure house roofs to prevent damage: http://t.co/uq2kDQ0s #PabloPH
btflwrrrofdLORD	376171355	275818453208813568	null	Tue Dec 04 05:26:58 CET 2012	RT @PUG_is_a_BITCH: PRAYER IS THE BEST DEFENSE AGAINST ALL CALAMITIES. #PabloPH
moiragallaga	60904365	275818953647980544	null	Tue Dec 04 05:28:57 CET 2012	RT @pinoyfootball1: [ Typhoon Pablo Storm Update ]  #PabloPH SEVERE WEATHER BULLETIN as of 11:00AM  (via PAGASA)  Public Storm Warning... http://t.co/91RN9Be3
smnorthedsa	198019182	275820940393336832	null	Tue Dec 04 05:36:51 CET 2012	RT @PhilippineStar: At 12:00 pm, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City - PAGASA
yogon	42361653	275819194812076032	null	Tue Dec 04 05:29:55 CET 2012	RT @govph: For more regional updates on #PabloPH, follow @PIACentralViz or like https://t.co/oalzUxtp on Facebook.
Japorean08	64912629	275820062689071104	null	Tue Dec 04 05:33:22 CET 2012	RT @pcdspo: Information on #PabloPH is collated here: http://t.co/CZcIoiQm Stay safe and informed.
kknangcas	215051338	275820067856478208	null	Tue Dec 04 05:33:23 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
laranuque	24755817	275821814599532544	null	Tue Dec 04 05:40:19 CET 2012	SAFETY is Priority  #PabloPH
ailedalee	435065481	275819483963219970	null	Tue Dec 04 05:31:04 CET 2012	The weather. #PabloPH http://t.co/c8JgM7qz
siopao777	203795729	275819798728941568	null	Tue Dec 04 05:32:19 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
lizzybeduya	93873340	275820847460134915	null	Tue Dec 04 05:36:29 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
dementia	2519	275819098322108417	null	Tue Dec 04 05:29:32 CET 2012	RT @pcdspo: Latest image showing the track and position of typhoon #PabloPH. http://t.co/hMcPQJPr | via @nababaha
hadjirieta	64646127	275820827553964032	null	Tue Dec 04 05:36:24 CET 2012	Thousands flee as typhoon #PabloPH is passing through Mindanao area making them power less for days; flights were cancelled.
roycearellano	76357295	275820425496391680	null	Tue Dec 04 05:34:48 CET 2012	Confirmed 2 houses washed out in #Bukidnon #PabloPH
peonytail	139049466	275821140675547138	null	Tue Dec 04 05:37:39 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu
erwinaguilon	155641120	275819089895751681	null	Tue Dec 04 05:29:30 CET 2012	"@dost_pagasa: At 12PM 4/DEC, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/YPmhOCat"
pao29anderson	226469953	275819105477595136	null	Tue Dec 04 05:29:33 CET 2012	Keep safe loves. #AgusanDelSur #Hometown #PabloPH
next2martin	474610228	275820565158326272	null	Tue Dec 04 05:35:21 CET 2012	PRAYER IS THE BEST DEFENSE AGAINST ALL CALAMITIES. #PabloPH
kimmmfajardo	631155065	275818989333131264	null	Tue Dec 04 05:29:06 CET 2012	RT @anti_famewhore: #PabloPH The rain and the wind are really getting stronger now. Pablo's here. Dear Lord, please keep everyone safe from harm. #Cebu
Ajemwel	170867510	275818909913997312	null	Tue Dec 04 05:28:47 CET 2012	RT Kaya daw dumating c #PabloPH dahil sinabihan ni #SendongPH na ITS MORE FUN IN THE PHILIPPINES!!! waaaa! laughtrip to .. srsly, Be safe!
Marjorrific	88844240	275819028688285696	null	Tue Dec 04 05:29:15 CET 2012	Seriously i'm scared already. Kung hanggang friday pato nako2!!! Wag naman ganoon!! :¢ #Strongwinds&heavyrains #CDO #PabloPH #Godiswithus
ABSCBNNews	15872418	275818681483796480	null	Tue Dec 04 05:27:52 CET 2012	#PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
Descovrir	6701682	275820623635296256	null	Tue Dec 04 05:35:35 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
j_lox	44089946	275820490499702784	null	Tue Dec 04 05:35:04 CET 2012	RT @reallifemanila: Pls pray with us for the safety & protection of all those in the path of #pabloPH
melocaliwag	606041248	275821208421924864	null	Tue Dec 04 05:37:55 CET 2012	keep safe every on in the philippines specially people in mindanao and visayas #pabloph
bluffed	42356306	275821268958322688	null	Tue Dec 04 05:38:09 CET 2012	RT @PhilippineStar: At 12:00 pm, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City - PAGASA
shareemendoza	87727510	275821734161154048	null	Tue Dec 04 05:40:00 CET 2012	RT @davaobloggers: Keep safe everyone! @iliganbloggers @CebuBloggers @mindanaoan #PabloPH
gingerclouds	55431258	275820794351869952	null	Tue Dec 04 05:36:16 CET 2012	RT @pcdspo: Please continue to monitor #PabloPH for updates on typhoon. For relief and rescue, refer to: #reliefPH #rescuePH. Keep safe and informed.
CharlieSaceda	117005704	275820473856708608	null	Tue Dec 04 05:35:00 CET 2012	Don't think that we would not need any water during typhoon. Keep hydrating because it helps us stay away from sickness. #Bopha #PabloPH
doreen31987	27421543	275821121268490240	null	Tue Dec 04 05:37:34 CET 2012	At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N 124.7°E) - Dost_pagasa
rmpnmr	261124223	275819453437067264	null	Tue Dec 04 05:30:56 CET 2012	Around 150 people housed in Bahayan Gym, others are staying inside the jeepneys parked outside #Iligan #PabloPH
OfficiallyWia	239640976	275819917129969666	null	Tue Dec 04 05:32:47 CET 2012	Heavy rains, Strong Winds, Stormy Seas in ZaNorte #PabloPH Storm Signal #3
godaimemiwaku	163771362	275821627349037056	null	Tue Dec 04 05:39:35 CET 2012	Keep safe people in Visayas and Mindanao! #PabloPH
chionz	228829134	275820602105950209	null	Tue Dec 04 05:35:30 CET 2012	Stay safe!!! #PabloPH
joweyatillo	195344758	275821577382281216	null	Tue Dec 04 05:39:23 CET 2012	i don't know why but with you i'd dance in my best dress #FEARLESS :)) HAHAH #taylorswift #PabloPH
nababaha	207812652	275819373397147648	null	Tue Dec 04 05:30:37 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc
desTROOOI	186025467	275821952856375297	null	Tue Dec 04 05:40:52 CET 2012	Ofd to Ateneo Ebro Compound to help for the relief operation. :) #PabloPH #ATENISTA
imtrixieV	512810237	275819689853198336	null	Tue Dec 04 05:31:53 CET 2012	GoodMorning guyss :3 too #Cold ##PabloPH GodBless to all. #KeepSafe (:
iambaikong	14341323	275819612896116737	null	Tue Dec 04 05:31:34 CET 2012	Our team is monitoring the situ brought by #PabloPH.. but I think Visayas & Mindanao are more prepared now than a year ago.
darsie84	140418552	275819400454602752	null	Tue Dec 04 05:30:44 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/H7fwf6M3
onemarineguy	125374123	275818729743458304	null	Tue Dec 04 05:28:04 CET 2012	This is the first time I saw the whole Mindanao is covered by the Typhoon. #pabloph #bopha http://t.co/TR9MsSDy
