dodot08	78570112	275819275711807489	null	Tue Dec 04 05:30:14 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
MBermudo	251527341	275819839032004608	null	Tue Dec 04 05:32:28 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
fleuralism	39714319	275818462977347584	null	Tue Dec 04 05:27:00 CET 2012	RT @pcdspo: Latest image showing the track and position of typhoon #PabloPH. http://t.co/hMcPQJPr | via @nababaha	https://twitter.com/nababaha/status/275817775828725760/photo/1	Image
GERALDnaticxs	142198165	275819102390607874	null	Tue Dec 04 05:29:33 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
yomontenegro	169751695	275818758881300481	null	Tue Dec 04 05:28:11 CET 2012	Tree down along Molave St., Nova Tierra Vill, @DavaoCity due to strong #PabloPH winds @gmanews http://t.co/EubdQbEv	http://twitter.yfrog.com/obpiinuyj	Image
ralphmacasero	150244438	275818511052464128	null	Tue Dec 04 05:27:12 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
oozingMEHEL	71998544	275819749932417024	null	Tue Dec 04 05:32:07 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
BBkweni	63100207	275819398214848512	null	Tue Dec 04 05:30:43 CET 2012	Video: Iligan  water levels are rising.  Brace yourselves and be ready!! #PabloPH http://t.co/tabkcU14	https://m.facebook.com/story.php?story_fbid=109861355848474&id=100000047865168	Others
TheDabawenya	420337341	275821763789737984	null	Tue Dec 04 05:40:07 CET 2012	RESCUERS IN DAVAO READY FOR PABLO Photo by Karlos Manlupig for http://t.co/MoLMgRuR  http://t.co/FKOIR7NP #PabloPH #rescuePH	http://www.abs-cbnnews.com/	Others
TheDabawenya	420337341	275821763789737984	null	Tue Dec 04 05:40:07 CET 2012	RESCUERS IN DAVAO READY FOR PABLO Photo by Karlos Manlupig for http://t.co/MoLMgRuR  http://t.co/FKOIR7NP #PabloPH #rescuePH	http://www.facebook.com/photo.php?fbid=10151127007115168&set=a.84382255167.92215.27254475167&type=1	Image
taopoll	318914121	275818998984220673	null	Tue Dec 04 05:29:08 CET 2012	Cancelled flights at NAIA T2-3-4 (Domestic) due to #PabloPH RT @naia_miaa: http://t.co/aD1tYbCe	http://www.facebook.com/media/set/?set=a.280567465379423.43853.100002785154102&type=3	Others
annggelliiii	72010988	275818798395846656	null	Tue Dec 04 05:28:20 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
iambheng11	823675478	275819050272178177	null	Tue Dec 04 05:29:20 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
bellotshane	40874862	275821137269780480	null	Tue Dec 04 05:37:38 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
ilovelolameding	157578044	275820007705960450	null	Tue Dec 04 05:33:08 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
knnlyoo	38852916	275819991415287808	null	Tue Dec 04 05:33:05 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
popsters25	79064813	275818982475431936	null	Tue Dec 04 05:29:04 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
mrsbarroquillo	917321719	275821825462784000	null	Tue Dec 04 05:40:22 CET 2012	RT @jsncruz: Retweet this and inform others of the #PabloPH Crisis Map from #Google | http://t.co/Bj0GQ006	http://google.org/crisismap/2012-pablo	Others
tribong_upos	36352169	275818971326976000	null	Tue Dec 04 05:29:01 CET 2012	Dumaguete City Rizal Boulevard with #Pabling, from Manaj Ferliza... Tonyo Cruz (@tonyocruz) #PabloPH http://t.co/ynnAEx0a	https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Ftribongupos%2Fposts%2F118359981661104	Others
gerzeebranzee	113620926	275818834412322816	null	Tue Dec 04 05:28:29 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
ricksbello	343828751	275819847663886336	null	Tue Dec 04 05:32:30 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
JuanTamadMMXI	295473956	275821687436632065	null	Tue Dec 04 05:39:49 CET 2012	RT @YouScoopGMA: In Linamon, Lanao del Norte, barangay officials secure house roofs to prevent damage: http://t.co/uq2kDQ0s #PabloPH	http://twitpic.com/biwf5n	Image
moiragallaga	60904365	275818953647980544	null	Tue Dec 04 05:28:57 CET 2012	RT @pinoyfootball1: [ Typhoon Pablo Storm Update ]  #PabloPH SEVERE WEATHER BULLETIN as of 11:00AM  (via PAGASA)  Public Storm Warning... http://t.co/91RN9Be3	https://www.facebook.com/Pinoyfootballdotcom/posts/545490362146730	Others
yogon	42361653	275819194812076032	null	Tue Dec 04 05:29:55 CET 2012	RT @govph: For more regional updates on #PabloPH, follow @PIACentralViz or like https://t.co/oalzUxtp on Facebook.	https://www.facebook.com/regionalwatch	Others
Japorean08	64912629	275820062689071104	null	Tue Dec 04 05:33:22 CET 2012	RT @pcdspo: Information on #PabloPH is collated here: http://t.co/CZcIoiQm Stay safe and informed.	http://www.gov.ph/crisis/typhoon-pablo/	Others
kknangcas	215051338	275820067856478208	null	Tue Dec 04 05:33:23 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
ailedalee	435065481	275819483963219970	null	Tue Dec 04 05:31:04 CET 2012	The weather. #PabloPH http://t.co/c8JgM7qz	http://instagram.com/p/SzSAkUoz9E/	Image
siopao777	203795729	275819798728941568	null	Tue Dec 04 05:32:19 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
lizzybeduya	93873340	275820847460134915	null	Tue Dec 04 05:36:29 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
dementia	2519	275819098322108417	null	Tue Dec 04 05:29:32 CET 2012	RT @pcdspo: Latest image showing the track and position of typhoon #PabloPH. http://t.co/hMcPQJPr | via @nababaha	https://twitter.com/nababaha/status/275817775828725760/photo/1	Image
peonytail	139049466	275821140675547138	null	Tue Dec 04 05:37:39 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
ABSCBNNews	15872418	275818681483796480	null	Tue Dec 04 05:27:52 CET 2012	#PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
Descovrir	6701682	275820623635296256	null	Tue Dec 04 05:35:35 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
nababaha	207812652	275819373397147648	null	Tue Dec 04 05:30:37 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
darsie84	140418552	275819400454602752	null	Tue Dec 04 05:30:44 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/H7fwf6M3	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
layadiokno	80769109	275821463414657024	null	Tue Dec 04 05:38:56 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
HurricaneHD	147784878	275821029824274432	null	Tue Dec 04 05:37:12 CET 2012	At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e2w3cHa6	https://www.facebook.com/HurricaneApp/posts/472505826125176	Others
wazzupalvin	45272255	275819265989423104	null	Tue Dec 04 05:30:12 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
CantilangnonAKO	250195352	275821637302091776	null	Tue Dec 04 05:39:37 CET 2012	Did you know that it was in 1799, the first written report of a storm that hit Surigao was sent to Manila? #PabloPh https://t.co/quQMteUt	https://www.facebook.com/photo.php?fbid=10151133053856837&set=o.110173995694364&type=1&theater	Image
JajaRama	32492198	275818963471052800	null	Tue Dec 04 05:29:00 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
kenodalo	39896198	275819232153980930	null	Tue Dec 04 05:30:04 CET 2012	Thank God RT @ABSCBNNews #PabloPH weakens; storm warnings in 46 areas http://t.co/61ip2Xfy	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
lalasagarbarria	69008436	275821242685222912	null	Tue Dec 04 05:38:03 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
NYCPilipinas	178367902	275819769914081280	null	Tue Dec 04 05:32:12 CET 2012	RT @pcdspo: For more regional updates on #PabloPH, follow @PIACentralViz or like https://t.co/ZXmihZpJ  on Facebook. | via @govph	https://www.facebook.com/regionalwatch	Others
tripperhappie	299973250	275821797646163968	null	Tue Dec 04 05:40:15 CET 2012	Stay alert, folks in the #Philippines. http://t.co/NiRdnHMO #pabloPH	http://www.gov.ph/crisis/typhoon-pablo/#track	Others
limhannades	513993878	275819244153892864	null	Tue Dec 04 05:30:06 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
shadiyalungs	171044649	275818757081952257	null	Tue Dec 04 05:28:10 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
previewmag	135716632	275818695190802432	null	Tue Dec 04 05:27:56 CET 2012	RT @nababaha Latest image showing the track and position of typhoon #PabloPH. http://t.co/89rd6xTF	https://twitter.com/nababaha/status/275817775828725760/photo/1	Image
s3yrah	135431351	275819415872864256	null	Tue Dec 04 05:30:47 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
iamkatmarie	73346549	275818711594696706	null	Tue Dec 04 05:27:59 CET 2012	RT @cebudailynews: List of cancelled flights to and from Mactan-Cebu International Airport. #PabloPH http://t.co/xaCdJazC	http://www.facebook.com/pages/Cebu-Daily-News/55431914588?ref=hl	Others
PanahonTV	793180483	275820347750768640	null	Tue Dec 04 05:34:30 CET 2012	TYPHOON PABLO | Latest MTSAT ENHANCED-IR Satellite Image mula sa PAGASA kaninang 11:30 ng umaga. #PabloPH http://t.co/KhPwylVC	https://twitter.com/PanahonTV/status/275820347750768640/photo/1	Image
itsmeyumzkie	980242135	275819336462135296	null	Tue Dec 04 05:30:28 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
YouScoopGMA	538843820	275819231554179073	null	Tue Dec 04 05:30:03 CET 2012	In Linamon, Lanao del Norte, barangay officials secure house roofs to prevent damage: http://t.co/uq2kDQ0s #PabloPH	http://twitpic.com/biwf5n	Image
mtkennygcortes	32344955	275820268029616128	null	Tue Dec 04 05:34:11 CET 2012	RT @032cebu: Here are Emergency numbers for #Cebu. Share if it might help. #PabloPH  http://t.co/wlIbXTjk	http://ilink.ph/emergencycebu	Others
quenneuq	42375213	275820000353349633	null	Tue Dec 04 05:33:07 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
LassWhoWanders	145534617	275822189838729216	null	Tue Dec 04 05:41:49 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
MaCarizma	147923545	275822191982034944	null	Tue Dec 04 05:41:49 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
jadegamas	358067746	275822557893115905	null	Tue Dec 04 05:43:16 CET 2012	i love our HR Dept., thank you!!! hihihi! #PabloPH http://t.co/gIAJmcXJ	http://instagram.com/p/SzSD1CE9fD/	Image
_EYEQ	561632268	275822664160014337	null	Tue Dec 04 05:43:42 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
shadiyalungs	171044649	275822924580134912	null	Tue Dec 04 05:44:44 CET 2012	"@YouScoopGMA: In Linamon, Lanao del Norte, barangay officials secure house roofs to prevent damage: http://t.co/Dwqp1TXS #PabloPH"	http://twitpic.com/biwf5n	Image
ARAwwwr	155523459	275822944960249856	null	Tue Dec 04 05:44:49 CET 2012	Tapsing ra :) (pablo's track on skyblue) #pabloph #thankful #thankyouLord http://t.co/Sq6tdp4q	http://instagram.com/p/SzTbGMrV_L/	Image
RLouPax	82974047	275823133573906432	null	Tue Dec 04 05:45:34 CET 2012	RT @cebudailynews: List of cancelled flights to and from Mactan-Cebu International Airport. #PabloPH http://t.co/xaCdJazC	http://www.facebook.com/pages/Cebu-Daily-News/55431914588?ref=hl	Others
yhangbongcawil	110669179	275823195813195776	null	Tue Dec 04 05:45:49 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
BellsofNomadEye	347005041	275823344618708992	null	Tue Dec 04 05:46:24 CET 2012	In Linamon town, Lanao del Norte, barangay officials secure house roofs to prevent damage: http://t.co/MqbMARx8  #PabloPH	http://twitpic.com/biwf5n	Image
quenfanatic	565826018	275823366890483713	null	Tue Dec 04 05:46:29 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
MBMdvo	504050331	275823391842385920	null	Tue Dec 04 05:46:35 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
alstersoriano	44330909	275823468812058625	null	Tue Dec 04 05:46:54 CET 2012	RT @taopoll: Cancelled flights at NAIA T2-3-4 (Domestic) due to #PabloPH RT @naia_miaa: http://t.co/aD1tYbCe	http://www.facebook.com/media/set/?set=a.280567465379423.43853.100002785154102&type=3	Others
NoelZarate	63931432	275823663952052224	null	Tue Dec 04 05:47:40 CET 2012	RT @PanahonTV: TYPHOON PABLO | Latest MTSAT ENHANCED-IR Satellite Image mula sa PAGASA kaninang 11:30 ng umaga. #PabloPH http://t.co/KhPwylVC	https://twitter.com/PanahonTV/status/275820347750768640/photo/1	Image
TheDabawenya	420337341	275823758776864768	null	Tue Dec 04 05:48:03 CET 2012	LOCAL chief executives may order classes suspended even w/o an advisory from d weather bureau. http://t.co/1DXSZofR @DavaoCityGov #PabloPH	http://www.sunstar.com.ph/cebu/local-news/2012/12/04/deped-order-lets-local-execs-decide-whether-or-not-suspend-classes-256536	Others
denz16love08	283321377	275823785914028032	null	Tue Dec 04 05:48:09 CET 2012	Goodmorning! Not Such a sunny day.. #PabloPH #rainy @rawrr_19 #hello @viacausing #hello #imissyou http://t.co/ex7hKXWv	http://instagram.com/p/SzT5XfIA3W/	Image
_chinkz_	79606105	275823803169390593	null	Tue Dec 04 05:48:13 CET 2012	RT @ABSCBNNews: #PabloPH weakens; storm warnings in 46 areas http://t.co/dCrXE5xc	http://www.abs-cbnnews.com/nation/regions/12/04/12/pablo-weakens-storm-warnings-46-areas	Others
ThisIsYow27	428818444	275823813197975552	null	Tue Dec 04 05:48:16 CET 2012	RT @PanahonTV: TYPHOON PABLO | Latest MTSAT ENHANCED-IR Satellite Image mula sa PAGASA kaninang 11:30 ng umaga. #PabloPH http://t.co/KhPwylVC	https://twitter.com/PanahonTV/status/275820347750768640/photo/1	Image
freddielore	92288237	275823978696830977	null	Tue Dec 04 05:48:55 CET 2012	Mansanitas tree uprooted by #PabloPH (18th St. Nazareth, #CDO) http://t.co/fIUdyPOT	http://instagram.com/p/SzT6ADntoP/	Image
be_bang	71925541	275824049517633536	null	Tue Dec 04 05:49:12 CET 2012	Weather outside. Dvsoria area. #PabloPH #CDO http://t.co/ezB6F1zQ	http://instagram.com/p/SzUDv7vgB7/	Image
mariateresagm	748422260	275824055414845442	null	Tue Dec 04 05:49:14 CET 2012	Disaster Preparedness – A Required Way of Life http://t.co/PEcpKG1Z via @Tere_Say #PabloPH #typhoonpablo	http://teresay.com/disaster-preparedness-for-life/	Others
Eric_Iloilo	305350314	275824093142601729	null	Tue Dec 04 05:49:23 CET 2012	RT @pcdspo: Latest image showing the track and position of typhoon #PabloPH. http://t.co/hMcPQJPr | via @nababaha	https://twitter.com/nababaha/status/275817775828725760/photo/1	Image
rapplerdotcom	330826792	275824279180959745	null	Tue Dec 04 05:50:07 CET 2012	IN PHOTOS: 'Most terrifying typhoon I've seen' http://t.co/dM8vAjFI Send us your photos! #PabloPH #Bopha	http://www.rappler.com/nation/17238-in-photos-most-terrifying-typhoon-ive-seen	Image
haroldjames1988	69207454	275824316514447360	null	Tue Dec 04 05:50:16 CET 2012	RT @dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro City (8.4°N... http://t.co/e94rKoCu	http://www.facebook.com/photo.php?pid=679684&l=3f52ac5811&id=302746419835274	Image
fleuralism	39714319	275824423372718081	null	Tue Dec 04 05:50:41 CET 2012	GAH. “@rapplerdotcom: IN PHOTOS: 'Most terrifying typhoon I've seen' http://t.co/q5rTQFNn Send us your photos! #PabloPH #Bopha”	http://www.rappler.com/nation/17238-in-photos-most-terrifying-typhoon-ive-seen	Image
ShairaReyes3	513868137	275824469547810818	null	Tue Dec 04 05:50:52 CET 2012	RT @YouScoopGMA: In Linamon, Lanao del Norte, barangay officials secure house roofs to prevent damage: http://t.co/uq2kDQ0s #PabloPH	http://twitpic.com/biwf5n	Image
BdexterB	182629496	275824510744264705	null	Tue Dec 04 05:51:02 CET 2012	@dost_pagasa: At 12:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located in the vicinity of Cagayan De Oro... http://t.co/P3QpyvOM	https://www.facebook.com/photo.php?pid=11471475&l=b1673ca27f&id=565371393	Image
